electorate,party,party_vote,candidate,candidate_vote,votes_counted,total_votes
Te Tai Tonga ,The Opportunities Party (TOP),401,,,99.5,21933
Te Tai Tonga ,Vision New Zealand,84,,,99.5,21933
Waiariki ,New Conservative,86,"BROUGHTON, Riki Wayne",152,98.7,20709
Waiariki ,Labour Party,12626,"COFFEY, Tamati Gerald",8994,98.7,20709
Waiariki ,Vision New Zealand,408,"TAMAKI, Hannah",833,98.7,20709
Waiariki ,NZ Outdoors Party,40,"TEKOWHAI, Rawiri",309,98.7,20709
Waiariki ,Māori Party,3560,"WAITITI, Rawiri",9415,98.7,20709
Waiariki ,,,"WILLIAMS, Ema",524,98.7,20709
Waiariki ,ACT New Zealand,207,,,98.7,20709
Waiariki ,Advance NZ,518,,,98.7,20709
Waiariki ,Aotearoa Legalise Cannabis Party,204,,,98.7,20709
Waiariki ,Green Party,1170,,,98.7,20709
Waiariki ,HeartlandNZ,11,,,98.7,20709
Waiariki ,National Party,509,,,98.7,20709
Waiariki ,New Zealand First Party,819,,,98.7,20709
Waiariki ,ONE Party,101,,,98.7,20709
Waiariki ,Social Credit,4,,,98.7,20709
Waiariki ,Sustainable New Zealand Party,3,,,98.7,20709
Waiariki ,TEA Party,4,,,98.7,20709
Waiariki ,The Opportunities Party (TOP),194,,,98.7,20709
